host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,price,Host_response_time,Host_reponse_rate,Host_acceptance_rate,Host_is_superhost,Host_identity_verified,Instant_bookable
within an hour,100%,100%,f,Downtown,t,42.34196,-71.08244,Other,Entire home/apt,2,1.0,0.0,1.0,1,365,24,4,4.67,4.91,4.78,4.96,5.0,4.91,4.61,Exempt: This listing is a unit that has contracts with hospitals,f,$183.00,Fast,1.0,1.0,False,True,False
within an hour,100%,100%,f,Downtown,t,42.3438,-71.08393,Other,Entire home/apt,2,1.0,0.0,1.0,1,365,27,2,4.85,4.85,4.78,4.85,4.96,4.85,4.52,Exempt: This listing is a unit that has contracts with hospitals,t,$214.00,Fast,1.0,1.0,False,True,True
within an hour,100%,98%,f,Theater District,f,42.28523646,-71.0699073,Other,Entire home/apt,5,1.0,2.0,3.0,1,365,26,5,4.65,4.58,4.88,4.83,4.88,4.25,4.42,Exempt: This listing is a unit that has contracts with hospitals,f,$215.00,Fast,1.0,0.98,False,False,False
within an hour,92%,95%,t,Dorchester,t,42.30218,-71.0624,Other,Shared room,2,2.0,1.0,0.0,1,28,3,3,4.67,4.33,4.0,4.67,5.0,4.0,4.33,STR-556094,f,$62.00,Fast,0.92,0.95,True,True,False
within a few hours,88%,100%,f,Dorchester,t,42.29231,-71.04953,Other,Private room,2,1.0,1.0,0.0,1,15,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,STR-546813,f,$89.00,Fast,0.88,1.0,False,True,False
within an hour,100%,100%,t,Back Bay,f,42.34858756,-71.08947861,Other,Entire home/apt,5,2.0,2.0,2.0,10,365,9,1,5.0,5.0,5.0,5.0,5.0,5.0,4.89,STR-544868,t,$581.00,Fast,1.0,1.0,True,False,True
within an hour,100%,100%,t,Back Bay,f,42.33412,-71.04619,Other,Entire home/apt,5,1.0,2.0,2.0,10,365,4,0,5.0,5.0,5.0,5.0,5.0,4.75,5.0,STR-544883,t,$346.00,Fast,1.0,1.0,True,False,True
within an hour,100%,100%,f,Central City,t,42.30623,-71.10563,Apartment,Entire home/apt,12,1.0,4.0,1.0,1,1125,10,1,4.7,4.7,4.7,5.0,5.0,4.6,4.4,STR-425116,t,$35.00,Fast,1.0,1.0,False,True,True
within an hour,100%,100%,f,Central City,t,42.308,-71.10505,Apartment,Entire home/apt,12,1.0,4.0,1.0,1,1125,6,0,4.83,5.0,4.83,4.83,4.83,4.17,4.0,STR-425116,t,$35.00,Fast,1.0,1.0,False,True,True
within an hour,100%,100%,f,Central City,t,42.30808,-71.10558,Apartment,Entire home/apt,12,1.0,4.0,1.0,1,1125,12,2,4.75,4.64,4.45,4.91,4.82,4.45,4.64,STR-425116,t,$35.00,Fast,1.0,1.0,False,True,True
within an hour,100%,100%,f,Roxbury,t,42.29312811,-71.11645607,Apartment,Entire home/apt,12,1.0,5.0,1.0,10,1125,10,2,4.9,4.8,5.0,5.0,4.9,4.3,4.5,STR-438785,t,$35.00,Fast,1.0,1.0,False,True,True
within an hour,100%,100%,f,Roxbury,t,42.29308,-71.11748,Apartment,Entire home/apt,12,1.0,5.0,1.0,10,1125,6,1,5.0,4.83,4.83,5.0,5.0,4.67,4.67,STR-438785,t,$35.00,Fast,1.0,1.0,False,True,True
within a few hours,98%,69%,t,North End,t,42.34577358,-71.06497324,Apartment,Entire home/apt,3,1.0,1.0,0.0,29,365,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,Exempt: This listing is a unit used for furnished institutional or business stays,f,$199.00,Fast,0.98,0.69,True,True,False
within an hour,100%,98%,f,Theater District,f,42.2836359,-71.0683875,Other,Entire home/apt,5,1.0,2.0,3.0,1,365,14,2,4.29,4.57,4.36,4.64,4.57,4.43,4.29,Exempt: This listing is a unit that has contracts with hospitals,f,$215.00,Fast,1.0,0.98,False,False,False
within an hour,100%,98%,f,Brewster,t,42.31875887,-71.11505819,Other,Entire home/apt,8,1.0,3.0,4.0,3,180,5,1,3.8,4.2,4.4,5.0,5.0,5.0,3.6,STR-459545,f,$260.00,Fast,1.0,0.98,False,True,False
within an hour,100%,100%,t,West Roxbury,t,42.27975022,-71.16049044,Other,Private room,1,1.0,1.0,1.0,5,365,5,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,STR-520919,t,$68.00,Fast,1.0,1.0,True,True,True
within an hour,100%,100%,f,Jamaica Plain,t,42.30806146,-71.10006343,Other,Private room,1,0.5,1.0,1.0,91,120,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,,f,$70.00,Fast,1.0,1.0,False,True,False
within an hour,100%,100%,t,West Roxbury,t,42.28089,-71.15935,Other,Private room,1,1.0,1.0,1.0,5,365,6,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,STR-520919,f,$94.00,Fast,1.0,1.0,True,True,False
within an hour,100%,100%,t,Back Bay,f,42.36507,-71.05154,Other,Entire home/apt,3,1.0,1.0,1.0,10,365,7,1,5.0,5.0,5.0,5.0,5.0,5.0,4.86,STR-544881,t,$296.00,Fast,1.0,1.0,True,False,True
within an hour,100%,100%,t,Back Bay,f,42.33565049,-71.04625129,Other,Entire home/apt,4,1.0,2.0,2.0,10,365,8,2,5.0,4.88,5.0,4.88,5.0,5.0,4.63,STR-544883,t,$340.00,Fast,1.0,1.0,True,False,True
within a day,72%,93%,f,Dorchester,t,42.32108,-71.06167,Other,Private room,2,1.0,1.0,1.0,30,1125,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,,t,$54.00,Moderate,0.72,0.93,False,True,True
within an hour,93%,74%,f,Fenway–Kenmore,t,42.34156975,-71.10619443,Other,Entire home/apt,5,2.0,2.0,3.0,4,365,6,2,5.0,5.0,5.0,4.83,5.0,4.67,4.67,STR-466119,t,$499.00,Fast,0.93,0.74,False,True,True
within an hour,100%,99%,t,Roxbury,t,42.32044,-71.07531,House,Entire home/apt,16,3.0,8.0,8.0,1,365,3,0,5.0,5.0,5.0,5.0,5.0,4.33,5.0,STR-414833,t,$554.00,Fast,1.0,0.99,True,True,True
within a few hours,100%,90%,f,Dorchester,t,42.2967978,-71.0892625,House,Entire home/apt,8,1.0,4.0,1.0,2,20,9,1,4.89,5.0,5.0,4.89,4.89,4.22,4.78,STR-548616,f,$35.00,Fast,1.0,0.9,False,True,False
within a few hours,100%,86%,t,Allston-Brighton,t,42.34367345,-71.1469206,Other,Entire home/apt,2,1.0,1.0,1.0,91,365,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,$35.00,Fast,1.0,0.86,True,True,False
within an hour,100%,99%,f,South End,t,42.3428679,-71.07932804,Other,Entire home/apt,2,1.0,0.0,1.0,1,14,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,STR-457097,t,$307.00,Fast,1.0,0.99,False,True,True
within an hour,100%,81%,f,Dorchester,t,42.31794,-71.0785,Other,Entire home/apt,6,2.0,4.0,0.0,3,1125,12,3,4.83,4.83,4.83,4.92,5.0,4.33,4.83,STR-519523,f,$308.00,Fast,1.0,0.81,False,True,False
within an hour,100%,99%,f,Dorchester,t,42.37555848,-71.03573253,Other,Private room,2,1.0,1.0,0.0,1,7,49,14,4.75,4.71,4.83,4.77,4.83,4.65,4.65,STR-548656,f,$91.00,Fast,1.0,0.99,False,True,False
within an hour,100%,96%,f,Brighton,t,42.35025,-71.17402,Other,Private room,2,1.0,1.0,0.0,3,365,13,1,4.54,4.54,4.54,5.0,5.0,4.92,4.31,STR-553328,f,$69.00,Fast,1.0,0.96,False,True,False
within a day,75%,75%,f,Charlestown,t,42.37750855,-71.06135727,House,Entire home/apt,8,3.5,4.0,5.0,7,14,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,STR-542726,f,"$1,900.00",Moderate,0.75,0.75,False,True,False
within an hour,93%,74%,f,Fenway–Kenmore,t,42.34020616,-71.10661551,Other,Entire home/apt,5,2.0,2.0,3.0,4,365,6,2,4.83,4.8,5.0,4.8,5.0,5.0,4.4,STR-466119,t,$420.00,Fast,0.93,0.74,False,True,True
within a day,72%,93%,f,Dorchester,t,42.29305,-71.15292,Other,Entire home/apt,5,1.0,2.0,2.0,30,1125,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,,t,$116.00,Moderate,0.72,0.93,False,True,True
within an hour,97%,99%,t,Vineyard Haven,t,42.358874,-71.0710638,Other,Private room,2,1.0,1.0,1.0,1,365,21,6,4.95,4.9,4.86,4.86,4.95,5.0,4.95,str-548979,f,$150.00,Fast,0.97,0.99,True,True,False
within a day,72%,93%,f,Dorchester,t,42.31487363,-71.06099776,Other,Private room,2,2.0,1.0,1.0,30,1125,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,,t,$57.00,Moderate,0.72,0.93,False,True,True
within an hour,93%,74%,f,Fenway–Kenmore,t,42.34173,-71.10686,Other,Entire home/apt,6,2.0,2.0,2.0,5,365,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,STR-473524,f,$499.00,Fast,0.93,0.74,False,True,False
within an hour,93%,74%,f,Fenway–Kenmore,t,42.34267941,-71.05715075,Other,Entire home/apt,7,2.0,3.0,5.0,3,365,11,1,4.91,5.0,5.0,4.9,4.8,4.8,4.7,str-073489,t,$436.00,Fast,0.93,0.74,False,True,True
within an hour,100%,99%,f,Dorchester,t,42.2904438,-71.0605249,Other,Private room,4,1.0,1.0,2.0,1,28,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,STR-539606,f,$153.00,Fast,1.0,0.99,False,True,False
within a few hours,100%,90%,f,Roxbury,t,42.32468367,-71.07834288,Other,Entire home/apt,4,2.0,3.0,3.0,6,28,2,1,3.5,4.5,5.0,4.0,3.0,3.5,3.0,STR-542712,f,$189.00,Fast,1.0,0.9,False,True,False
within an hour,100%,78%,f,South Boston,t,42.33148,-71.04361,House,Entire home/apt,8,2.5,4.0,4.0,2,365,6,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Exempt: This listing is a unit used for furnished institutional or business stays,f,$450.00,Fast,1.0,0.78,False,True,False
within an hour,100%,98%,f,Theater District,f,42.35085319,-71.06486792,Other,Entire home/apt,6,1.0,2.0,2.0,1,365,18,5,4.28,4.13,4.44,4.63,4.75,4.63,4.38,Exempt: This listing is a unit that has contracts with hospitals,f,$307.00,Fast,1.0,0.98,False,False,False
within an hour,100%,100%,f,Dorchester,t,42.28207,-71.07796,House,Entire home/apt,8,2.0,4.0,6.0,1,1125,29,9,4.9,4.93,5.0,5.0,4.96,4.75,4.93,STR-545339,t,$325.00,Fast,1.0,1.0,False,True,True
within an hour,100%,100%,f,Downtown,t,42.35710782,-71.06094766,Other,Entire home/apt,8,2.0,4.0,4.0,1,365,20,2,4.6,4.65,4.65,4.7,4.8,4.55,4.55,Exempt: This listing is a unit that has contracts with hospitals,t,$774.00,Fast,1.0,1.0,False,True,True
within an hour,100%,99%,f,Boston Theater District,t,42.33191074,-71.05332541,Other,Private room,2,1.0,1.0,1.0,29,1125,3,0,4.0,4.0,4.0,3.33,4.0,4.33,3.67,STR-522998,t,$35.00,Fast,1.0,0.99,False,True,True
within an hour,100%,97%,f,Roxbury,t,42.31481802,-71.08333136,Other,Private room,2,1.0,1.0,1.0,1,365,12,5,4.83,4.83,4.92,4.83,4.83,4.42,4.58,STR-553550,f,$69.00,Fast,1.0,0.97,False,True,False
within an hour,100%,100%,f,Central City,t,42.31497,-71.05526,House,Entire home/apt,9,1.0,3.0,5.0,1,1125,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,STR-446902,t,$385.00,Fast,1.0,1.0,False,True,True
within an hour,100%,100%,f,Central City,t,42.31493672,-71.05546264,House,Entire home/apt,16,3.0,6.0,14.0,1,1125,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,STR-446902,t,$978.00,Fast,1.0,1.0,False,True,True
within an hour,100%,96%,f,Brighton,t,42.34965274,-71.17242132,Other,Private room,2,1.0,1.0,0.0,3,365,9,0,4.11,4.22,4.44,4.67,4.78,4.33,4.44,STR-553328,f,$69.00,Fast,1.0,0.96,False,True,False
within an hour,99%,100%,f,Mission Hill,t,42.33220877,-71.10707791,Other,Entire home/apt,2,1.0,0.0,1.0,2,60,9,3,5.0,5.0,5.0,5.0,5.0,4.89,4.89,STR-545178,t,$129.00,Fast,0.99,1.0,False,True,True
within an hour,100%,96%,f,Brighton,t,42.34949865,-71.17344584,Other,Private room,2,1.0,1.0,0.0,3,365,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,STR-553328,f,$69.00,Fast,1.0,0.96,False,True,False
within an hour,100%,100%,f,Prudential / St. Botolph,t,42.34491,-71.08348,Other,Entire home/apt,6,2.0,3.0,3.0,1,365,7,2,5.0,5.0,4.86,4.86,5.0,5.0,4.86,Exempt: This listing is a hotel or motel,t,$588.00,Fast,1.0,1.0,False,True,True
within an hour,100%,97%,t,East Boston,f,42.37804,-71.03541,Other,Entire home/apt,2,1.0,1.0,1.0,2,365,2,0,4.5,5.0,5.0,5.0,4.5,4.5,4.0,STR-526923,f,$178.00,Fast,1.0,0.97,True,False,False
within an hour,100%,100%,f,Downtown,t,42.35839333,-71.053008,Other,Entire home/apt,4,2.0,2.0,2.0,1,365,9,2,4.33,4.89,4.67,4.67,4.78,4.78,4.33,Exempt: This listing is a unit that has contracts with hospitals,t,$443.00,Fast,1.0,1.0,False,True,True
within an hour,100%,99%,f,South End,t,42.34203862,-71.07862838,Other,Entire home/apt,2,1.0,0.0,1.0,1,13,5,0,4.6,4.8,5.0,4.8,5.0,4.8,4.8,STR-457097,t,$288.00,Fast,1.0,0.99,False,True,True
within a few hours,100%,100%,t,Roslindale,t,42.2847052,-71.1289068,Other,Private room,6,2.5,3.0,0.0,3,365,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,STR-476406,f,$397.00,Fast,1.0,1.0,True,True,False
within an hour,100%,93%,t,Dorchester,t,42.32226864,-71.05544679,Other,Private room,1,1.0,1.0,1.0,1,28,16,4,4.88,4.94,4.81,4.88,5.0,4.88,4.88,STR-455882,f,$77.00,Fast,1.0,0.93,True,True,False
within an hour,93%,74%,f,Fenway–Kenmore,t,42.34342,-71.08265,Other,Entire home/apt,6,2.0,3.0,3.0,4,365,9,2,4.67,4.67,4.89,4.78,4.89,4.78,4.67,Str-073916,f,$542.00,Fast,0.93,0.74,False,True,False
within an hour,100%,98%,f,Roxbury,f,42.32121,-71.07998,Other,Private room,2,1.0,1.0,0.0,3,365,7,2,4.86,4.86,5.0,5.0,5.0,4.0,4.71,STR-415018,f,$98.00,Fast,1.0,0.98,False,False,False
within an hour,100%,100%,t,West Fens,t,42.34097,-71.09694,Apartment,Entire home/apt,3,1.0,1.0,0.0,1,365,24,7,4.88,4.88,5.0,4.71,4.88,4.96,4.63,Exempt: This listing is a unit used for furnished institutional or business stays,t,$212.00,Fast,1.0,1.0,True,True,True
within an hour,100%,99%,f,South End,t,42.3409945,-71.07860603,Other,Entire home/apt,2,1.0,0.0,1.0,1,14,2,0,5.0,5.0,5.0,3.5,4.5,5.0,3.5,STR-457097,t,$273.00,Fast,1.0,0.99,False,True,True
within an hour,100%,99%,f,South End,t,42.3423264,-71.08064925,Other,Entire home/apt,2,1.0,0.0,1.0,1,14,2,1,5.0,5.0,5.0,5.0,5.0,5.0,4.5,STR-457097,t,$231.00,Fast,1.0,0.99,False,True,True
within an hour,100%,99%,f,South End,t,42.34249,-71.08062,Other,Entire home/apt,2,1.0,0.0,1.0,1,14,5,3,4.8,5.0,5.0,5.0,5.0,5.0,4.75,STR-457097,t,$209.00,Fast,1.0,0.99,False,True,True
within an hour,100%,75%,f,South Boston,t,42.33187,-71.0435,Other,Private room,2,1.0,1.0,1.0,2,365,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,STR-551316,f,$207.00,Fast,1.0,0.75,False,True,False
within an hour,100%,90%,f,Franklin Field North,t,42.30468,-71.08483,House,Entire home/apt,6,1.0,4.0,1.0,2,180,2,0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,STR-548468,f,$35.00,Fast,1.0,0.9,False,True,False
within an hour,100%,100%,f,Prudential / St. Botolph,t,42.3437,-71.08301,Other,Entire home/apt,6,2.0,3.0,3.0,1,365,8,4,4.75,5.0,4.86,4.71,5.0,5.0,4.43,Exempt: This listing is a hotel or motel,t,$550.00,Fast,1.0,1.0,False,True,True
within an hour,90%,100%,f,Wellington Hill,t,42.28303,-71.0928,Other,Entire home/apt,8,1.0,3.0,1.0,1,365,3,1,4.33,4.67,5.0,4.67,5.0,4.33,4.0,STR-551809,f,$35.00,Fast,0.9,1.0,False,True,False
within an hour,90%,100%,f,Wellington Hill,t,42.28326,-71.09263,Other,Entire home/apt,8,1.0,3.0,1.0,1,365,1,0,3.0,2.0,5.0,5.0,5.0,2.0,3.0,STR-551815,f,$35.00,Fast,0.9,1.0,False,True,False
within an hour,100%,97%,t,Harvard Square,t,42.35998587,-71.06730585,Other,Entire home/apt,4,1.0,2.0,2.0,29,365,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,,f,$150.00,Fast,1.0,0.97,True,True,False
within an hour,100%,100%,f,Hyde Park,f,42.26582638,-71.10581891,Other,Private room,2,1.0,1.0,1.0,1,1125,13,0,4.92,5.0,5.0,5.0,5.0,4.85,4.92,STR-551772,f,$35.00,Fast,1.0,1.0,False,False,False
within an hour,90%,99%,f,D Street / West Broadway,t,42.33679415,-71.04873851,Other,Private room,2,1.5,1.0,1.0,1,1125,13,4,4.92,4.85,5.0,4.92,5.0,4.69,4.77,STR-552010,f,$80.00,Fast,0.9,0.99,False,True,False
within an hour,93%,74%,f,Fenway–Kenmore,t,42.34761958,-71.10176605,Other,Entire home/apt,6,2.0,2.0,5.0,5,365,2,1,5.0,4.5,5.0,5.0,5.0,5.0,5.0,str-009751,t,$385.00,Fast,0.93,0.74,False,True,True
within an hour,100%,100%,t,Codman Square,t,42.28876,-71.12024,Other,Entire home/apt,4,1.0,2.0,1.0,92,365,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,,f,$35.00,Fast,1.0,1.0,True,True,False
within an hour,100%,98%,f,Lower Washington / Mount Hope,t,42.28249575,-71.12207325,Other,Private room,2,1.0,1.0,1.0,1,365,10,5,4.9,4.78,4.67,4.67,5.0,4.67,4.78,STR-552360,f,$100.00,Fast,1.0,0.98,False,True,False
within an hour,100%,100%,t,Theater District,t,42.34072806,-71.09738041,Other,Entire home/apt,3,1.0,1.0,1.0,29,90,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,Exempt: This listing is a unit used for furnished institutional or business stays,f,$342.00,Fast,1.0,1.0,True,True,False
within an hour,93%,74%,f,Fenway–Kenmore,t,42.3465053,-71.10403063,Other,Entire home/apt,5,2.0,2.0,2.0,4,365,6,2,4.67,5.0,4.17,4.67,4.83,4.83,4.67,str-041894,t,$399.00,Fast,0.93,0.74,False,True,True
within an hour,100%,92%,t,D Street / West Broadway,t,42.34194431,-71.05882048,Other,Entire home/apt,2,1.0,1.0,1.0,7,28,10,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Exempt: This listing is a unit used for furnished institutional or business stays,f,$35.00,Fast,1.0,0.92,True,True,False
within an hour,100%,88%,f,Jamaica Plain,t,42.30541712,-71.11780838,Other,Private room,2,1.0,1.0,1.0,14,90,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,STR-541342,f,$35.00,Fast,1.0,0.88,False,True,False
within an hour,100%,95%,f,Allston-Brighton,t,42.33842,-71.07143,Other,Entire home/apt,2,1.0,1.0,1.0,29,1125,4,0,5.0,5.0,4.75,5.0,5.0,5.0,5.0,Exempt: This listing is a unit used for furnished institutional or business stays,f,$180.00,Fast,1.0,0.95,False,True,False
within an hour,99%,93%,f,Brookline,t,42.3371087,-71.0727592,Other,Entire home/apt,2,1.0,1.0,1.0,29,1125,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,,t,$184.00,Fast,0.99,0.93,False,True,True
within an hour,97%,99%,t,Vineyard Haven,t,42.35846,-71.07213,Other,Private room,2,1.0,1.0,0.0,1,365,36,8,4.67,4.77,4.69,4.69,4.83,4.97,4.6,str-548979,t,$140.00,Fast,0.97,0.99,True,True,True
within an hour,95%,93%,f,East Boston,t,42.36777,-71.03802,Other,Private room,1,2.0,1.0,1.0,2,15,5,3,4.8,4.8,4.8,4.8,5.0,5.0,5.0,STR-398959,f,$89.00,Fast,0.95,0.93,False,True,False
within an hour,100%,100%,f,Back Bay,t,42.33422,-71.07754,Other,Private room,1,2.0,1.0,1.0,29,365,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,,f,$60.00,Fast,1.0,1.0,False,True,False
within an hour,100%,100%,f,Back Bay,t,42.33511,-71.07756,Other,Private room,1,2.0,1.0,1.0,29,365,2,1,4.5,5.0,3.0,4.5,5.0,3.0,4.0,,f,$80.00,Fast,1.0,1.0,False,True,False
within an hour,100%,100%,f,Prudential / St. Botolph,t,42.34514082,-71.08134362,Other,Entire home/apt,8,2.0,3.0,3.0,1,365,5,2,4.8,5.0,4.5,4.75,5.0,5.0,4.5,Exempt: This listing is a hotel or motel,t,$667.00,Fast,1.0,1.0,False,True,True
within an hour,100%,100%,f,Back Bay West,t,42.34988,-71.08989,Other,Private room,1,1.0,1.0,1.0,29,180,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,,f,$35.00,Fast,1.0,1.0,False,True,False
within an hour,100%,28%,f,Hyde Park,t,42.25150597,-71.13251906,Other,Entire home/apt,5,1.5,2.0,2.0,30,365,1,1,5.0,4.0,5.0,5.0,5.0,5.0,5.0,,f,$170.00,Fast,1.0,0.28,False,True,False
within an hour,100%,81%,f,Dorchester,t,42.24684,-71.11612,Other,Entire home/apt,6,1.0,3.0,3.0,3,365,5,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,STR-552439,f,$207.00,Fast,1.0,0.81,False,True,False
within a few hours,100%,50%,f,Roxbury,t,42.32231,-71.07877,Other,Private room,1,1.0,1.0,1.0,91,365,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,,f,$100.00,Fast,1.0,0.5,False,True,False
within an hour,100%,93%,f,Columbus Park / Andrew Square,t,42.3328365,-71.050833,Apartment,Entire home/apt,4,1.0,1.0,0.0,1,365,17,7,4.94,4.87,4.87,4.93,4.93,4.6,4.6,STR-548968,f,$181.00,Fast,1.0,0.93,False,True,False
within an hour,100%,100%,t,Roxbury,t,42.31585,-71.09001,Other,Entire home/apt,4,1.5,4.0,4.0,30,365,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,,t,$130.00,Fast,1.0,1.0,True,True,True
within an hour,100%,96%,f,Dorchester,t,42.31662,-71.0819,Other,Entire home/apt,6,2.0,2.0,2.0,1,365,16,4,4.75,4.69,4.88,5.0,4.81,4.75,4.69,STR-550559,f,$171.00,Fast,1.0,0.96,False,True,False
within an hour,100%,100%,f,Downtown,t,42.35058178,-71.08728441,Other,Entire home/apt,4,1.0,2.0,3.0,1,365,17,4,4.88,4.88,4.94,4.88,5.0,4.94,4.81,Exempt: This listing is a unit that has contracts with hospitals,f,$441.00,Fast,1.0,1.0,False,True,False
within an hour,98%,100%,f,Beacon Hill,t,42.34253041,-71.10108053,Other,Entire home/apt,2,1.0,1.0,1.0,1,1125,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,Exempt: This listing is a hotel or motel,t,$488.00,Fast,0.98,1.0,False,True,True
within an hour,99%,98%,f,Downtown,t,42.35456178,-71.06338381,Other,Private room,2,1.0,1.0,1.0,1,365,22,2,4.05,4.23,4.05,4.59,4.82,4.5,3.82,str-557121,t,$125.00,Fast,0.99,0.98,False,True,True
within an hour,98%,100%,f,Beacon Hill,t,42.34469149,-71.10134438,Other,Entire home/apt,4,2.0,2.0,2.0,1,1125,1,1,3.0,3.0,5.0,5.0,5.0,5.0,3.0,STR-423465,t,"$1,000.00",Fast,0.98,1.0,False,True,True
within an hour,100%,92%,t,D Street / West Broadway,t,42.32959592,-71.05641146,House,Entire home/apt,14,3.0,5.0,6.0,2,365,17,6,4.94,4.94,5.0,5.0,5.0,4.82,4.88,Exempt: This listing is a unit used for furnished institutional or business stays,f,$484.00,Fast,1.0,0.92,True,True,False
within an hour,100%,100%,f,Downtown,t,42.34292,-71.08432,Other,Entire home/apt,2,1.0,1.0,1.0,29,365,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,Exempt: This listing is a unit that has contracts with hospitals,t,$300.00,Fast,1.0,1.0,False,True,True
within an hour,100%,100%,f,Downtown,t,42.34267,-71.08199,Other,Entire home/apt,2,1.0,0.0,1.0,1,365,5,1,4.2,4.2,4.4,5.0,4.2,5.0,3.8,Exempt: This listing is a unit that has contracts with hospitals,t,$121.00,Fast,1.0,1.0,False,True,True
within an hour,100%,98%,f,Theater District,f,42.33618545,-71.06931009,Other,Entire home/apt,5,1.5,0.0,3.0,1,365,10,2,4.2,4.5,4.6,4.7,4.6,4.3,4.4,Exempt: This listing is a unit that has contracts with hospitals,f,$240.00,Fast,1.0,0.98,False,False,False
within a day,100%,50%,f,Columbus Park / Andrew Square,t,42.3325797,-71.0484071,Other,Entire home/apt,4,2.0,2.0,1.0,3,365,2,1,5.0,5.0,5.0,5.0,5.0,5.0,4.5,STR-556715,f,$162.00,Moderate,1.0,0.5,False,True,False
within a few hours,100%,90%,f,Fairmount Hill,f,42.24472839,-71.12051106,Other,Entire home/apt,6,2.0,3.0,3.0,1,1125,12,6,5.0,5.0,5.0,5.0,5.0,5.0,4.82,STR-451343,f,$270.00,Fast,1.0,0.9,False,False,False
within an hour,100%,100%,t,Allston-Brighton,t,42.34911224,-71.15517021,House,Entire home/apt,12,2.0,5.0,0.0,3,365,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,STR-553226,t,$329.00,Fast,1.0,1.0,True,True,True
a few days or more,9%,0%,f,Beacon Hill,t,42.3603,-71.06588,Other,Private room,4,2.0,2.0,2.0,1,365,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,STR-557296,f,$240.00,Slow,0.09,0.0,False,True,False
within an hour,100%,98%,t,D Street / West Broadway,t,42.34305,-71.05273,Other,Private room,2,1.0,1.0,1.0,2,7,12,4,4.83,4.83,4.92,5.0,4.92,4.75,4.67,STR-445533,t,$105.00,Fast,1.0,0.98,True,True,True
within an hour,96%,97%,f,Leather District,t,42.36115171,-71.06898191,Apartment,Entire home/apt,3,1.0,1.0,2.0,29,365,2,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Exempt: This listing is a unit used for furnished institutional or business stays,f,$299.00,Fast,0.96,0.97,False,True,False
within an hour,100%,98%,f,Lower Washington / Mount Hope,t,42.28336585,-71.12397491,Other,Private room,2,1.0,1.0,0.0,1,1125,12,7,4.92,4.83,4.58,4.92,5.0,4.75,4.75,STR-552360,t,$91.00,Fast,1.0,0.98,False,True,True
within an hour,100%,100%,f,Commonwealth,t,42.3385253,-71.1508895,Other,Entire home/apt,3,1.0,1.0,0.0,91,365,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,,f,$160.00,Fast,1.0,1.0,False,True,False
within an hour,93%,74%,f,Fenway–Kenmore,t,42.3411,-71.10624,Other,Entire home/apt,5,2.0,2.0,3.0,5,365,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,STR-466119,f,$599.00,Fast,0.93,0.74,False,True,False
